NAME;CODE;IP1;IP2;IP3
ŠIBENIK -  ROBNA KU?A CITY LIFE - SDT;926130;10.191.33.177;10.191.33.178;10.191.33.179
PRIMOŠTEN obala;926140;10.199.37.169;10.199.37.170;10.199.37.171
Primošten-hotel Zora;926150;10.199.37.177;10.199.37.178;10.199.37.179
ROGOZNICA -ISPRED MOSTA -SDT;926160;10.199.27.137;10.199.27.138;10.199.27.139
VODICE - ŠETNICA - SDT;926190;10.199.27.185;10.199.27.186;10.199.27.187
PIROVAC TRŽNICA - SDT;926200;10.199.27.73;10.199.27.74;10.199.27.75
Tisno most sdt;926210;10.199.37.161;10.199.37.162;10.199.37.163
Tisno op?ina sdt;926220;10.199.36.201;10.199.36.202;10.199.36.203
MURTER - TRŽNICA - SDT;926230;10.199.27.65;10.199.27.66;10.199.27.67
MURTER-TRŽNICA II-SDT;926240;10.199.37.233;10.199.37.234;10.199.37.235
MURTER - PLAŽA KOD KONZUMA -SDT;926250;10.199.30.121;10.199.30.122;10.199.30.123
KNIN - PORED ŽELJ. KOLODVORA- SDT;926270;10.199.27.177;10.199.27.178;10.199.27.179
KNIN - KOD MUP-a - SDT;926280;10.199.27.201;10.199.27.202;10.199.27.203
DRNIŠ-CENTAR-SDT;926290;10.199.27.17;10.199.27.18;10.199.27.19
UNEŠI?;926300;10.191.104.97;10.191.104.98;10.191.104.99
Vodice plaža sdt;926310;10.199.37.225;10.199.37.226;10.199.37.227
ZADAR - BOKANJAC -SDT;926320;10.199.34.89;10.199.34.90;10.199.34.91
ZADAR-ZEMUNIK-SDT;926330;10.191.48.209;10.191.48.210;10.191.48.211
ZADAR-MALA POŠTA-SDT;926340;10.199.30.225;10.199.30.226;10.199.30.227
ZADAR-AUTOBUSNI KOLODVOR-SDT;926350;10.191.48.225;10.191.48.226;10.191.48.227
ZADAR - STADION - SDT;926360;10.199.42.57;10.199.42.58;10.199.42.59
ZADAR-AUTOBUSNE GARAŽE-SDT;926380;10.199.26.105;10.199.26.106;10.199.26.107
ZADAR - MOST - SDT;926400;10.199.26.129;10.199.26.130;10.199.26.131
ZADAR-ŽELJEZNI?KI KOLODVOR-SDT;926410;10.191.35.49;10.191.35.50;10.191.35.51
ZADAR - MALA POŠTA KOD KONZUMA-SDT;926420;10.191.35.65;10.191.35.66;10.191.35.67
ZADAR-BORIK-SDT;926430;10.191.35.81;10.191.35.82;10.191.35.83
ZADAR - PLINARA -SDT;926440;10.191.35.97;10.191.35.98;10.191.35.99
ZADAR - SARAG, -SDT;926460;10.199.26.225;10.199.26.226;10.199.26.227
ZADAR - SUPER KONZUM ZADAR -SDT;926470;10.191.51.177;10.191.51.178;10.191.51.179
BIOGRAD-POGLAVARSTVO-SDT;926490;10.199.26.81;10.199.26.82;10.199.26.83
PAKOŠTANE-POŠTA-SDT;926500;10.199.26.65;10.199.26.66;10.199.26.67
DRAGE;926510;10.199.26.153;10.199.26.154;10.199.26.155
NIN - CENTAR -SDT;926520;10.199.26.137;10.199.26.138;10.199.26.139
VIR-PLAŽA-SDT;926530;10.199.38.41;10.199.38.42;10.199.38.43
RAŽANAC - CENTAR TRG. - SDT;926540;10.199.26.145;10.199.26.146;10.199.26.147
POVLJANA-CENTAR TRG-SDT;926550;10.199.26.193;10.199.26.194;10.199.26.195
BENKOVAC - POŠTA - SDT;926560;10.199.26.33;10.199.26.34;10.199.26.35
NOVALJA - OBALA- BP INA - SDT;926580;10.191.51.97;10.191.51.98;10.191.51.99
Vukovarska - Hrv.brats. zajednice;926590;10.191.104.81;10.191.104.82;10.191.104.83
Kutnja?ki put;926600;10.199.14.209;10.199.14.210;10.199.14.211
Bus-Postaja Osijek;926610;10.199.35.161;10.199.35.162;10.199.35.163
TM ZRA?NA LUKA SPLIT - SDT;926640;10.99.19.129;10.99.19.139;10.99.19.140
Crikvenica kamp Ka?jak;926650;10.191.104.145;10.191.104.146;10.191.104.147
Banjole plaža;926660;10.191.104.129;10.191.104.130;10.191.104.131
Tisakmedia Trg Tele2;926680;10.100.122.1;10.100.122.15;10.100.122.16
HL korzo Rijeka;926690;10.199.35.225;10.199.35.226;10.199.35.227
Orebi? centar;926700;10.199.35.249;10.199.35.250;10.199.35.251
Tisakmedia Požega;926710;10.99.20.1;10.99.20.11;10.99.20.12
Tkon trajektna luka;926720;10.199.36.9;10.199.36.10;10.199.36.11
Zadar trajekt;926730;10.191.104.161;10.191.104.162;10.191.104.163
Benkovac-hotel;926740;10.199.36.1;10.199.36.2;10.199.36.3
Karlovac-Sarajevska;926750;10.199.36.57;10.199.36.58;10.199.36.59
Sisak Brzaj;926760;10.199.36.65;10.199.36.66;10.199.36.67
Tisakmedia Rovinj;926770;10.99.20.65;10.99.20.75;10.99.20.76
Svetice-Kennedyev trg;926780;10.199.36.49;10.199.36.50;10.199.36.51
Radni?ka;926790;10.191.105.97;10.191.105.98;10.191.105.99
POS Jelkovec;926800;10.199.36.73;10.199.36.74;10.199.36.75
Trogir Konzum;926810;10.199.36.41;10.199.36.42;10.199.36.43
Dubrova?ka;926820;10.199.36.33;10.199.36.34;10.199.36.35
Pujanke-Mejaši;926830;10.199.36.25;10.199.36.26;10.199.36.27
Veruda Porat;926840;10.191.105.113;10.191.105.114;10.191.105.115
AUTOKAMP ŠIMUNI;926850;10.199.38.185;10.199.38.186;10.199.38.187
Pre?ko stajalište;926860;10.199.38.201;10.199.38.202;10.199.38.203
V.Gorica - Galženica;926870;10.199.39.41;10.199.39.42;10.199.39.43
V. Gorica trg kralja P.Krešimira IV;926880;10.199.38.233;10.199.38.234;10.199.38.235
Pula Zra?na luka;926890;10.191.105.49;10.191.105.50;10.191.105.51
Bale kamp San Polo;926900;10.191.105.129;10.191.105.130;10.191.105.131
BALE-KAMP COLONE;926910;10.199.38.241;10.199.38.242;10.199.38.243
Biograd Dražica;926920;10.199.37.249;10.199.37.250;10.199.37.251
Punat plaža;926930;10.191.104.225;10.191.104.226;10.191.104.227
Mali Lošinj- plaža Veli Žal;926940;10.191.104.241;10.191.104.242;10.191.104.243
Kvaternikov trg Konzum;926950;10.199.38.225;10.199.38.226;10.199.38.227
Kustošija Konzum;926960;10.199.38.249;10.199.38.250;10.199.38.251
Rovinj Monsena;926980;10.191.105.17;10.191.105.18;10.191.105.19
Komunela;926990;10.191.105.161;10.191.105.162;10.191.105.163
?okolino;927000;10.199.39.17;10.199.39.18;10.199.39.19
Vojnovi?eva;927010;10.199.39.9;10.199.39.10;10.199.39.11
Hebrangova;927020;10.199.39.25;10.199.39.26;10.199.39.27
Šijana;927040;10.199.39.49;10.199.39.50;10.199.39.51
Lopar-Superkonzum;927050;10.191.55.129;10.191.55.130;10.191.55.131
Gimnazija Nova Gradiška;927060;10.199.39.57;10.199.39.58;10.199.39.59
NDC Tisak;927070;10.199.39.65;10.199.39.66;10.199.39.67
Karlovac Superkonzum;927080;10.199.39.97;10.199.39.98;10.199.39.99
Križ Nova Gradiška;927090;10.199.39.73;10.199.39.74;10.199.39.75
Avenue Mall Barny;927100;10.199.39.81;10.199.39.82;10.199.39.83
Nova Gradiška HEP;927110;10.199.39.106;10.199.39.107;10.199.39.108
Garden mall Barny;927120;10.191.55.113;10.191.55.114;10.191.55.115
Sl.Brod-Colosseum;927130;10.199.39.193;10.199.39.194;10.199.39.195
Arena Barny;927140;10.191.55.97;10.191.55.98;10.191.55.99
TISAKMEDIA DALMARE;927150;10.99.17.193;10.99.17.204;10.99.17.205
Višnjevac-Jela?i?eva Mlinar;927160;10.191.106.49;10.191.106.50;10.191.106.51
Ku?an Marof;927170;10.199.39.145;10.199.39.146;10.199.39.147
ZG-Kukuljevi?ev trg;927180;10.199.39.185;10.199.39.186;10.199.39.187
OPATIJA-SLATINA;927190;10.191.46.177;10.191.46.178;10.191.46.179
ZG-Dinamo;927210;10.199.39.201;10.199.39.202;10.199.39.203
ZG-Trakoš?anska;927220;10.199.39.209;10.199.39.210;10.199.39.211
ZG-Pitarello;927230;10.199.39.217;10.199.39.218;10.199.39.219
Novigrad centar;927240;10.199.39.233;10.199.39.234;10.199.39.235
Bibinje Marina;927250;10.199.39.249;10.199.39.250;10.199.39.251
OTKUPNO MJESTO ZAGREB 1;927260;10.100.8.251;10.100.8.252;10.100.8.253
OTKUPNO MJESTO ZAGREB 2;927270;10.100.36.202;10.100.36.203;10.100.36.204
Otkupno mjesto Bjelovar;927280;10.100.52.44;10.100.52.45;10.100.52.46
Otkupno mjesto Osijek;927310;10.100.64.53;10.100.64.54;10.100.64.55
OTKUPNO MJESTO POŽEGA;927320;10.100.70.15;10.100.70.16;10.100.70.17
OTKUPNO MJESTO SISAK;927340;10.100.54.220;10.100.54.221;10.100.54.222
Otkupno mjesto Split;927360;10.199.40.17;10.199.40.18;10.199.40.19
OTKUPNO MJESTO ŠIBENIK;927370;10.100.78.19;10.100.78.20;10.100.78.21
OTKUPNO MJESTO VARAŽDIN;927380;10.100.48.219;10.100.48.220;10.100.48.221
OTKUPNO MJESTO VINKOVCI;927390;10.100.66.21;10.100.66.22;10.100.66.23
OTKUPNO MJESTO ŽMINJ;927410;10.100.34.39;10.100.34.40;10.100.34.41
Valpovo RK Arka;927420;10.199.39.241;10.199.39.242;10.199.39.243
West Gate - Trident;927430;10.191.106.65;10.191.106.66;10.191.106.67
Crikvenica Duga Mall;927440;10.199.39.225;10.199.39.226;10.199.39.227
Stinica pristanište;927450;10.191.105.209;10.191.105.210;10.191.105.211
Dalmare parking;927460;10.199.40.1;10.199.40.2;10.199.40.3
Otkupno mjesto Pula;927470;10.199.40.25;10.199.40.26;10.199.40.27
Kaufland Jankomir;927490;10.191.105.81;10.191.105.82;10.191.105.83
Tisakmedia Point Vrbani;927500;10.99.20.129;10.99.20.139;10.99.20.140
OTKUPNO MJESTO RIJEKA;927510;10.191.45.209;10.191.45.210;10.191.45.211
Otkupno mjesto Pore?;927530;10.199.40.41;10.199.40.42;10.199.40.43
OTKUPNO MJESTO ZABOK;927540;10.99.12.143;10.99.12.144;10.99.12.145
Bundek;927550;10.199.40.49;10.199.40.50;10.199.40.51
RI-Martinkovac-Kuželka;927560;10.199.40.57;10.199.40.58;10.199.40.59
Požega lokal sud;927570;10.199.40.209;10.199.40.210;10.199.40.211
Otkupno mjesto Zapreši? SK;927580;10.199.42.233;10.199.42.234;10.199.42.235
Otkupno mjesto Sesvete SK;927590;10.199.40.169;10.199.40.170;10.199.40.171
Otkupno mjesto Samobor SK;927600;10.199.42.241;10.199.42.242;10.199.42.243
Otkupno mjesto ?rnomerec SK;927610;10.191.8.193;10.191.8.194;10.191.8.195
Otkupno mjesto Ivani? Grad SK;927620;10.199.40.153;10.199.40.154;10.199.40.155
Otkupno mjesto Sarajevska SK;927630;10.191.21.49;10.191.21.50;10.191.21.51
Otkupno mjesto Dubec SK;927640;10.199.40.73;10.199.40.74;10.199.40.75
Otkupno mjesto V.Gorica SK;927650;10.191.53.225;10.191.53.226;10.191.53.227
Otkupno mjesto Brckovljani SK;927660;10.199.40.161;10.199.40.162;10.199.40.163
Otkupno mjesto Dankove?ka SK;927670;10.199.40.185;10.199.40.186;10.199.40.187
Otkupno mjesto Vukovarska SK;927680;10.199.40.89;10.199.40.90;10.199.40.91
Otkupno mjesto Jastrebarsko SK;927690;10.199.40.137;10.199.40.138;10.199.40.139
Otkupno mjesto Špansko SK;927700;10.199.40.105;10.199.40.106;10.199.40.107
Otkupno mjesto Dugo Selo SK;927710;10.199.40.177;10.199.40.178;10.199.40.179
Otkupno mjesto Vrbovec Konzum;927720;10.199.40.145;10.199.40.146;10.199.40.147
Zg-Teslina lokal;927730;10.199.40.193;10.199.40.194;10.199.40.195
Zg-Superkonzum Sesvete;927740;10.199.40.217;10.199.40.218;10.199.40.219
Otkupno mjesto Botinec Konzum;927750;10.199.40.225;10.199.40.226;10.199.40.227
OTKUPNO MJESTO BELI MANASTIR-K;927760;10.199.40.241;10.199.40.242;10.199.40.243
OTKUPNO MJESTO ?AKOVO-KONZUM;927770;10.199.40.249;10.199.40.250;10.199.40.251
Superkonzum Stenjevec;927780;10.199.41.9;10.199.41.10;10.199.41.11
OTKUPNO MJ. RIJEKA - KONZUM;927790;10.199.41.1;10.199.41.2;10.199.41.3
ZG-HRV. SOKOLA RŠC JARUN;927800;10.199.41.17;10.199.41.18;10.199.41.19
Marija Bistrica;927810;10.199.41.33;10.199.41.34;10.199.41.35
TISAKMEDIA CCO ŽITNJAK;927820;10.99.12.65;10.99.12.75;10.99.12.76
Otkupno mjesto Konzum Split;927830;10.199.41.41;10.199.41.42;10.199.41.43
Njivice plaža;927840;10.191.2.65;10.191.2.66;10.191.2.67
I?i?i kamp;927850;10.191.2.81;10.191.2.82;10.191.2.83
Pore? Kaufland;927860;10.199.41.65;10.199.41.66;10.199.41.67
Velika Gorica Robna ku?a;927870;10.199.41.185;10.199.41.186;10.199.41.187
Umag Kaufland;927880;10.199.41.57;10.199.41.58;10.199.41.59
RI KBC Sušak;927890;10.199.41.177;10.199.41.178;10.199.41.179
Crikvenica b.Brozi?evi?;927900;10.199.41.73;10.199.41.74;10.199.41.75
Fažana V.Gortana;927910;10.199.41.97;10.199.41.98;10.199.41.99
Fažana trg stare škole;927920;10.191.2.97;10.191.2.98;10.191.2.99
Umag Getro;927930;10.199.41.89;10.199.41.90;10.199.41.91
Tinjan;927940;10.199.41.121;10.199.41.122;10.199.41.123
Ri-Sušak;927950;10.199.41.105;10.199.41.106;10.199.41.107
Štinjan;927960;10.199.41.113;10.199.41.114;10.199.41.115
Fažana Titova riva;927970;10.199.41.81;10.199.41.82;10.199.41.83
Pore? Lacop;927980;10.199.41.129;10.199.41.130;10.199.41.131
TC Omišalj;927990;10.191.6.65;10.191.6.66;10.191.6.67
Slano Grguri?i;928000;10.199.41.161;10.199.41.162;10.199.41.163
Premantura;928030;10.199.41.169;10.199.41.170;10.199.41.171
Mar?ana;928040;10.199.41.153;10.199.41.154;10.199.41.155
SVETVIN?ENAT;928080;10.199.42.41;10.199.42.42;10.199.42.43
Rabac obala lokal;928090;10.199.41.209;10.199.41.210;10.199.41.211
BANJOLE;928130;10.191.0.33;10.191.0.34;10.191.0.35
Umag dom zdravlja;928150;10.199.41.193;10.199.41.194;10.199.41.195
Umag Novigradska;928160;10.199.41.217;10.199.41.218;10.199.41.219
Lovre?;928180;10.199.41.201;10.199.41.202;10.199.41.203
ROVINJ-ZAGREBA?KA;928220;10.199.42.121;10.199.42.122;10.199.42.123
ROVINJ-CENTENER;928260;10.199.42.49;10.199.42.50;10.199.42.51
Pula Zelena tržnica;928300;10.199.42.1;10.199.42.2;10.199.42.3
Pula Veli vrh;928320;10.199.41.225;10.199.41.226;10.199.41.227
Pula Rizzijeva;928370;10.199.41.233;10.199.41.234;10.199.41.235
PULA-MORNARI?KA BOLNICA;928420;10.199.43.9;10.199.43.10;10.199.43.11
Pula 43. istarske divizije;928430;10.199.42.25;10.199.42.26;10.199.42.27
Pula Giardini;928460;10.199.42.17;10.199.42.18;10.199.42.19
Novigrad obala;928560;10.191.54.65;10.191.54.66;10.191.54.67
Barban;928600;10.199.41.145;10.199.41.146;10.199.41.147
Ivankovo;928680;10.199.41.249;10.199.41.250;10.199.41.251
KRIŽEVCI - SUPERKONZUM;928690;10.199.63.225;10.199.63.226;10.199.63.227
Zadar Gaženica;928700;10.199.43.49;10.199.43.50;10.199.43.51
ANTUNOVAC;928710;10.199.42.97;10.199.42.98;10.199.42.99
Otkupno mjesto Konzum-Split;928720;10.199.42.73;10.199.42.74;10.199.42.75
VINKOVCI-VINKOPROM;928740;10.199.42.89;10.199.42.90;10.199.42.91
ST-KBC FIRULE;928750;10.99.12.1;10.99.12.11;10.99.12.12
ZG-MSU;928760;10.199.42.105;10.199.42.106;10.199.42.107
ZG- PAROMLINSKA;928770;10.199.42.113;10.199.42.114;10.199.42.115
VUKOVAR-CENTAR LOKAL;928780;10.199.42.129;10.199.42.130;10.199.42.131
KOPRIVNICA-BOLNICA;928790;10.199.42.137;10.199.42.138;10.199.42.139
ZG-AVENUE MALL- NOVI LOKAL;928800;10.199.42.145;10.199.42.146;10.199.42.147
OTKUPNO MJESTO TISAK NDC;928810;10.199.42.153;10.199.42.154;10.199.42.155
OTKUPNOTKUPNO MJESTO TISAK-NDC;928820;10.100.20.15;10.100.20.16;10.100.20.17
ZADAR - BULEVAR;928830;10.199.42.185;10.199.42.186;10.199.42.187
OTKUPNO MJESTO SINJ;928840;10.199.42.201;10.199.42.202;10.199.42.203
OTKUPNO MJESTO KONZUM METKOVI?;928850;10.199.42.209;10.199.42.210;10.199.42.211
OTKUPNO MJESTO KNIN KONZUM;928860;10.199.42.217;10.199.42.218;10.199.42.219
SISAK-VIKTOROVAC;928870;10.199.43.17;10.199.43.18;10.199.43.19
ZAPREŠI?-PAVLA LON?ARA;928880;10.199.42.225;10.199.42.226;10.199.42.227
OTKUPNO MJESTO PULA - KONZUM;928890;10.199.43.1;10.199.43.2;10.199.43.3
SVEU?ILIŠNA KNJIŽNICA;928900;10.199.42.249;10.199.42.250;10.199.42.251
ZG-Heinzelova-Marti?eva;928910;10.199.43.25;10.199.43.26;10.199.43.27
KAUFLAND TROGIR;928920;10.199.43.33;10.199.43.34;10.199.43.35
Zadar trajektna luka II;928930;10.191.7.97;10.191.7.98;10.191.7.99
Zadar bolnica parking;928940;10.191.0.81;10.191.0.82;10.191.0.83
HOTEL PLAT;928950;10.199.43.41;10.199.43.42;10.199.43.43
?AKOVEC - ŠENKOVEC;928960;10.199.43.57;10.199.43.58;10.199.43.59
ŠIBENIK D-MARINE;928970;10.199.43.65;10.199.43.66;10.199.43.67
KOSTAJNICA - GRANICA;;10.191.40.81;10.191.40.82;10.191.40.83
